sale_date,product_id,total_sales
2025-06-13,18062,903.0
2024-12-31,23654,903.0
2024-02-29,2559,903.0
2025-01-22,22812,903.0
2025-01-13,8429,903.0
2025-07-01,23989,903.0
2025-08-25,23989,903.0
2025-01-26,22812,903.0
2024-12-06,22812,903.0
2019-03-30,2793,903.0
2020-08-14,10453,903.0
2024-11-27,17094,903.0
2025-08-05,17094,903.0
2024-04-14,17094,903.0
2024-10-13,10453,903.0
2024-01-20,24283,903.0
2023-11-11,18656,903.0
2025-04-12,2796,903.0
2024-09-10,22927,903.0
2021-05-09,18656,903.0
2021-04-09,23989,903.0
2024-05-25,18062,903.0
2024-04-26,24283,903.0
2022-11-27,24283,903.0
2020-01-26,22812,903.0
2025-01-02,2796,903.0
2025-06-23,23951,903.0
2021-04-05,2559,903.0
2025-03-01,24201,903.0
2023-06-10,23654,903.0
2025-07-08,24899,903.0
2024-07-21,8398,903.0
2023-09-22,23648,903.0
2022-12-20,17094,903.0
2025-07-28,23951,903.0
2024-05-17,24053,903.0
2025-08-20,23989,903.0
2022-05-24,2559,903.0
2025-05-21,2793,903.0
2024-11-06,23654,903.0
2021-04-21,10453,903.0
2025-04-24,22927,903.0
2021-12-10,2793,903.0
2021-10-15,23648,903.0
2025-04-29,2796,903.0
2024-02-11,8429,903.0
2025-05-09,18656,903.0
2024-09-26,17094,903.0
2024-02-02,24428,903.0
2021-06-13,24053,903.0
2025-06-28,24899,903.0
2022-11-04,23648,903.0
2025-02-02,2723,903.0
2023-06-06,15486,903.0
2020-12-11,2723,903.0
2025-03-20,24899,903.0
2023-03-09,18656,903.0
2022-10-30,24201,903.0
2021-02-13,23648,903.0
2025-06-28,10453,903.0
2022-09-08,10453,903.0
2024-04-27,24201,903.0
2023-10-25,8398,903.0
2023-07-19,17094,903.0
2025-08-14,2559,903.0
2024-06-01,2796,903.0
2024-02-24,22927,903.0
2023-09-21,24201,903.0
2022-11-16,18062,903.0
2025-05-04,18062,903.0
2025-07-16,24283,903.0
2023-04-29,22812,903.0
2021-02-24,8429,903.0
2019-12-31,24899,903.0
2023-01-19,8429,903.0
2025-07-30,15486,903.0
2023-09-29,23648,903.0
2023-11-21,24428,903.0
2025-04-23,23989,903.0
2025-02-23,23648,903.0
2023-11-24,23989,903.0
2022-12-20,2723,903.0
2025-01-14,23648,903.0
2021-09-27,10453,903.0
2023-08-20,2723,903.0
2025-06-07,23646,898.0
2023-09-02,23646,898.0
2025-02-14,23646,898.0
2024-02-16,23646,898.0
2024-05-25,23646,898.0
2025-01-02,23646,898.0
2025-07-26,23646,898.0
2025-08-18,23646,898.0
2025-08-07,23646,898.0
2025-08-09,5213,895.0
2023-04-13,5213,895.0
2025-04-08,5213,895.0
2020-07-23,8774,825.0
2024-08-12,8774,825.0
2025-05-06,8774,825.0
2024-11-17,18340,815.0
2025-06-24,23803,815.0
2019-06-12,23803,815.0
2024-09-18,18340,815.0
2021-01-06,23803,815.0
2025-03-08,23803,815.0
2023-01-09,18340,815.0
2024-11-12,23803,815.0
2024-12-04,23803,815.0
2024-07-26,18340,815.0
2025-03-16,18340,815.0
2021-10-24,18340,815.0
2024-12-06,23803,815.0
2025-08-11,23803,815.0
2024-02-28,8300,795.0
2025-05-20,8300,795.0
2025-03-03,8721,795.0
2025-08-18,8721,795.0
2025-04-17,8721,795.0
2025-02-16,8300,795.0
2025-04-02,8721,795.0
2025-08-12,8300,795.0
2022-02-06,8300,795.0
2024-06-05,8721,795.0
2024-11-22,8721,795.0
2022-07-18,8721,795.0
2025-04-06,23742,795.0
2024-11-12,23742,795.0
2022-09-06,23742,795.0
2025-08-07,23742,795.0
2025-08-17,8721,795.0
2023-12-17,8300,795.0
2025-08-19,8300,795.0
2024-05-29,23742,795.0
2021-05-22,8721,795.0
2024-05-23,8721,795.0
2024-02-24,23742,795.0
2023-01-02,8300,795.0
2023-07-21,8721,795.0
2024-07-13,8300,795.0
2023-10-20,24083,758.0
2024-04-28,24083,758.0
2021-09-17,24083,758.0
2024-12-31,24083,758.0
2025-06-18,24083,758.0
2023-04-05,24083,758.0
2025-01-06,24083,758.0
2023-06-17,24083,758.0
2024-09-26,24314,750.0
2025-07-13,24314,750.0
2021-11-06,2557,750.0
2023-04-02,2557,750.0
2025-04-30,8319,750.0
2024-04-11,24314,750.0
2022-03-08,24314,750.0
2023-09-24,2557,750.0
2023-11-09,24314,750.0
2023-11-15,2557,750.0
2023-07-21,2557,750.0
2023-07-10,2557,750.0
2020-05-24,8319,750.0
2025-02-17,2557,750.0
2023-12-05,24314,750.0
2024-05-30,8319,750.0
2025-08-07,2557,750.0
2023-05-29,2557,750.0
2023-04-24,24314,750.0
2022-05-02,2557,750.0
2024-02-08,24314,750.0
2025-06-15,24314,750.0
2020-03-04,2557,750.0
2024-10-22,8777,749.99
2025-08-18,8777,749.99
2025-05-04,8777,749.99
2024-07-31,8777,749.99
2021-10-07,8777,749.99
2025-07-10,8777,749.99
2024-08-14,8777,749.99
2024-09-13,8777,749.99
2025-03-01,8777,749.99
2023-09-28,8777,749.99
2023-03-07,8777,749.99
2024-07-10,8778,699.0
2025-08-03,8778,699.0
2024-03-14,8435,699.0
2023-12-06,8778,699.0
2022-12-21,8435,699.0
2025-08-17,8778,699.0
2023-08-19,8435,699.0
2025-03-13,8778,699.0
2025-07-12,20368,698.0
2025-08-15,20366,698.0
2023-02-01,7649,698.0
2024-01-23,20368,698.0
2024-11-20,20368,698.0
2024-01-18,7649,698.0
2024-11-06,20368,698.0
2021-11-20,20366,698.0
2023-06-02,20368,698.0
2024-10-09,20368,698.0
2023-11-17,20368,698.0
2022-09-11,20366,698.0
2024-04-01,7649,698.0
2023-08-12,20366,698.0
2024-10-22,20366,698.0
2023-05-22,20366,698.0
2021-10-27,7649,698.0
2020-01-26,7649,698.0
2024-03-20,20368,698.0
2025-05-10,20368,698.0
2025-08-24,2719,695.0
2024-09-07,5332,695.0
2024-01-11,8425,695.0
2025-03-19,8390,695.0
2025-03-10,5332,695.0
2025-06-28,8409,695.0
2024-12-27,8390,695.0
2024-08-07,5332,695.0
2025-08-04,5332,695.0
2025-04-07,8425,695.0
2024-10-13,5332,695.0
2023-03-20,5332,695.0
2023-10-27,8425,695.0
2025-02-11,8390,695.0
2025-08-05,8425,695.0
2023-03-09,8409,695.0
2021-10-14,2719,695.0
2025-04-10,2719,695.0
2022-07-30,5332,695.0
2024-06-15,2719,695.0
2024-11-27,5332,695.0
2023-07-07,5332,695.0
2024-05-01,8409,695.0
2025-08-17,2719,695.0
2025-04-26,8409,695.0
2024-12-26,8409,695.0
2025-04-06,2719,695.0
2025-08-22,2719,695.0
2022-03-20,5332,695.0
2025-07-23,5332,695.0
2025-03-01,8409,695.0
2024-11-04,8409,695.0
2022-02-06,8425,695.0
2024-12-14,8409,695.0
2025-05-12,2719,695.0
2024-04-27,2719,695.0
2023-11-06,24042,694.95
2022-05-05,24042,694.95
2019-05-03,24042,694.95
2025-04-08,24042,694.95
2022-06-25,24042,694.95
2023-11-24,24042,694.95
2025-08-23,20464,656.0
2023-01-15,24306,650.0
2025-02-11,8726,650.0
2025-07-17,24306,650.0
2024-04-08,24306,650.0
2025-01-25,24306,650.0
2025-07-26,8726,650.0
2025-04-30,8726,650.0
2025-05-02,8726,650.0
2023-04-12,24306,650.0
2025-08-16,8726,650.0
2023-09-09,8726,650.0
2024-05-20,24306,650.0
2021-11-05,23838,625.0
2024-11-01,23838,625.0
2025-07-09,23838,625.0
2025-05-11,23838,625.0
2024-08-16,19956,600.0
2023-04-04,19956,600.0
2024-11-10,19956,600.0
2024-09-15,19956,600.0
2023-12-30,19956,600.0
2022-12-23,19956,600.0
2025-06-02,8261,599.0
2023-03-26,8261,599.0
2023-12-15,8261,599.0
2025-03-27,8261,599.0
2025-02-11,8261,599.0
2021-06-20,7443,598.0
2024-08-28,7443,598.0
2021-11-04,20171,598.0
2025-02-23,24205,598.0
2025-07-11,7443,598.0
2025-06-11,24205,598.0
2025-08-16,24205,598.0
2022-11-14,24205,598.0
2023-03-21,20171,598.0
2025-08-26,7443,598.0
2024-02-06,7443,598.0
2025-08-07,7443,598.0
2024-03-10,7443,598.0
2025-05-11,7443,598.0
2024-06-26,24205,598.0
2024-12-17,24205,598.0
2024-12-30,24205,598.0
2025-04-30,24205,598.0
2022-08-31,20171,598.0
2024-11-28,7228,595.0
2025-06-26,24061,595.0
2022-01-10,7228,595.0
2022-12-05,7228,595.0
2023-02-05,24061,595.0
2025-08-08,24061,595.0
2023-12-19,24061,595.0
2024-07-21,7228,595.0
2024-10-29,8492,595.0
2022-01-23,7228,595.0
2023-08-05,24061,595.0
2024-07-05,24061,595.0
2025-04-10,7228,595.0
2025-08-16,24061,595.0
2025-03-14,24061,595.0
2025-06-18,24061,595.0
2023-01-12,7228,595.0
2024-09-08,7228,595.0
2025-07-31,7228,595.0
2025-05-09,24061,595.0
2025-08-21,7228,595.0
2020-09-27,8492,595.0
2025-05-21,24061,595.0
2024-12-28,24061,595.0
2023-12-29,8492,595.0
2024-05-30,1052,588.0
2023-12-19,1052,588.0
2024-06-17,1052,588.0
2024-10-22,23784,575.0
2025-05-05,23784,575.0
2025-01-17,23784,575.0
2024-05-28,23784,575.0
2022-12-06,23784,575.0
2024-08-04,23784,575.0
2024-12-04,23784,575.0
2025-07-26,9532,558.0
2024-10-23,4191,550.0
2025-02-11,24446,550.0
2022-01-16,24446,550.0
2025-03-06,24446,550.0
2025-02-20,24446,550.0
2025-08-18,23864,550.0
2024-03-29,23864,550.0
2020-11-12,23864,550.0
2020-07-04,24446,550.0
2023-10-11,23864,550.0
2025-04-20,24446,550.0
2024-10-11,23864,550.0
2024-06-18,4191,550.0
2023-09-05,24446,550.0
2019-07-28,4191,550.0
2025-05-01,23864,550.0
2022-09-30,4191,550.0
2025-08-22,16558,536.0
2025-05-31,5949,528.81
2024-01-02,5949,528.81
2025-07-28,24128,525.0
2025-07-15,23999,525.0
2023-07-22,23999,525.0
2025-01-13,23999,525.0
2020-03-18,23999,525.0
2025-08-25,24128,525.0
2019-11-10,24128,525.0
2022-07-30,24128,525.0
2021-07-17,23999,525.0
2023-12-02,24128,525.0
2023-08-13,23999,525.0
2025-05-05,24128,525.0
2025-06-06,23999,525.0
2024-05-15,24128,525.0
2024-12-20,23999,525.0
2025-06-09,23999,525.0
2025-04-07,20830,514.0
2024-11-22,20110,499.99
2025-06-06,20110,499.99
2022-11-17,20110,499.99
2023-07-19,20110,499.99
2024-05-15,20110,499.99
2024-10-28,20110,499.99
2021-12-16,20110,499.99
2021-11-28,8520,499.0
2019-09-07,8520,499.0
2025-07-21,8520,499.0
2025-03-31,8520,499.0
2025-06-03,3986,498.0
2021-10-12,3986,498.0
2025-02-17,3986,498.0
2025-04-11,3986,498.0
2022-03-25,3986,498.0
2021-10-25,3986,498.0
2023-10-16,3986,498.0
2024-07-18,3121,495.0
2024-11-21,7804,495.0
2025-07-31,20013,495.0
2023-05-24,20013,495.0
2021-01-10,8686,495.0
2025-03-29,3135,495.0
2024-10-31,7804,495.0
2021-04-01,8686,495.0
2023-12-27,7804,495.0
2021-12-14,8686,495.0
2020-06-14,20013,495.0
2025-01-17,7804,495.0
2024-12-14,7804,495.0
2021-09-17,3121,495.0
2025-06-05,20013,495.0
2025-08-23,3121,495.0
2019-12-16,20013,495.0
2025-06-04,3135,495.0
2025-08-10,20013,495.0
2023-10-01,7804,495.0
2025-04-22,8686,495.0
2025-03-03,7804,495.0
2024-04-07,3135,495.0
2022-05-17,20013,495.0
2024-02-16,20013,495.0
2024-03-12,8686,495.0
2025-04-24,3121,495.0
2023-11-02,20013,495.0
2024-08-19,20013,495.0
2024-08-06,7804,495.0
2024-09-23,20013,495.0
2024-05-05,20013,495.0
2020-08-21,3135,495.0
2022-08-03,3121,495.0
2022-01-24,8686,495.0
2023-05-21,3121,495.0
2025-06-26,20228,487.5
2025-08-11,20228,487.5
2025-04-16,20228,487.5
2020-11-05,20228,487.5
2023-09-20,20228,487.5
2022-07-26,20228,487.5
2022-05-27,20228,487.5
2023-06-08,20228,487.5
2025-08-08,7976,485.0
2022-06-16,7976,485.0
2021-08-21,7976,485.0
2022-04-13,7976,485.0
2023-07-14,7976,485.0
2023-09-20,7976,485.0
2021-09-30,7976,485.0
2022-12-22,7976,485.0
2025-03-03,7976,485.0
2024-03-30,7976,485.0
2025-07-25,5048,480.0
2021-04-21,24071,479.0
2024-03-21,24071,479.0
2025-02-15,24071,479.0
2025-07-13,24071,479.0
2025-07-11,24071,479.0
2025-03-10,8376,475.0
2023-05-29,23811,475.0
2025-07-16,8376,475.0
2025-08-01,23811,475.0
2023-07-11,23811,475.0
2025-07-04,23811,475.0
2020-08-26,23811,475.0
2025-06-29,23811,475.0
2025-06-09,19922,473.68
2025-01-26,8268,470.99
2022-09-14,8268,470.99
2020-10-24,8268,470.99
2024-09-06,8268,470.99
2022-08-25,8268,470.99
2023-09-09,8268,470.99
2025-07-12,7264,465.0
2020-04-09,7264,465.0
2024-01-22,7264,465.0
2024-08-14,7264,465.0
2022-08-03,7264,465.0
2025-07-11,24138,450.0
2023-05-25,24138,450.0
2024-12-10,24138,450.0
2025-04-06,24179,450.0
2024-11-04,24138,450.0
2025-07-29,24138,450.0
2023-03-26,24179,450.0
2025-08-22,24138,450.0
2022-01-19,24138,450.0
2024-10-10,24179,450.0
2025-02-01,24179,450.0
2024-10-26,4023,450.0
2025-05-06,24179,450.0
2021-02-07,24138,450.0
2025-07-07,24179,450.0
2023-12-10,24138,450.0
2025-08-23,24179,450.0
2024-10-31,24138,450.0
2024-04-20,24179,450.0
2024-11-09,4023,450.0
2025-01-25,24401,449.0
2024-12-27,24401,449.0
2023-07-10,24337,449.0
2021-07-27,24401,449.0
2024-10-28,8533,449.0
2023-03-16,24337,449.0
2023-03-21,24337,449.0
2023-08-12,24401,449.0
2023-10-28,8533,449.0
2024-01-17,8533,449.0
2025-05-05,24401,449.0
2023-08-27,8533,449.0
2025-01-18,24401,449.0
2021-10-22,24401,449.0
2022-12-16,24401,449.0
2023-11-04,24337,449.0
2022-10-31,8533,449.0
2022-01-17,24337,449.0
2025-06-09,24337,449.0
2025-06-04,24401,449.0
2025-03-26,24401,449.0
2025-07-09,24337,449.0
2024-10-02,24401,449.0
2025-03-25,24337,449.0
2024-05-02,24401,449.0
2023-02-22,24337,449.0
2024-05-30,23655,448.99
2023-11-02,23655,448.99
2025-05-05,23655,448.99
2025-06-16,23655,448.99
2024-01-23,23655,448.99
2023-01-10,23655,448.99
2025-05-30,4047,448.0
2023-07-08,22670,438.0
2025-08-15,2774,438.0
2025-08-24,892,432.0
2023-04-17,24195,429.0
2025-02-27,24177,429.0
2025-05-26,24195,429.0
2025-04-05,24195,429.0
2023-08-18,24195,429.0
2025-08-20,24177,429.0
2024-12-11,24177,429.0
2020-10-06,24195,429.0
2024-10-27,24037,429.0
2024-11-10,24195,429.0
2025-04-02,24177,429.0
2025-07-22,24195,429.0
2025-05-20,24037,429.0
2019-11-02,24195,429.0
2024-02-19,24037,429.0
2023-03-23,24177,429.0
2022-08-08,24177,429.0
2024-08-26,24177,429.0
2024-07-27,7836,428.0
2023-08-09,7836,428.0
2023-07-13,7836,428.0
2023-03-20,7836,428.0
2025-08-16,7836,428.0
2025-05-19,7836,428.0
2025-02-19,23908,425.0
2025-08-19,23908,425.0
2022-05-16,23908,425.0
2025-07-30,23908,425.0
2023-06-26,23908,425.0
2025-08-13,20568,424.5
2025-01-20,20420,424.5
2024-11-30,20568,424.5
2025-08-02,20420,424.5
2025-05-24,20144,424.5
2025-07-10,20568,424.5
2024-08-15,20419,424.5
2023-07-15,20144,424.5
2020-03-28,20568,424.5
2020-04-23,20144,424.5
2024-02-05,20568,424.5
2025-06-19,20568,424.5
2024-03-27,20420,424.5
2025-08-27,20568,424.5
2025-01-27,20419,424.5
2022-12-04,20419,424.5
2022-02-17,20144,424.5
2025-02-18,20419,424.5
2025-07-07,20568,424.5
2021-12-27,20419,424.5
2023-06-07,20144,424.5
2025-08-21,20420,424.5
2025-01-04,3880,420.0
2024-07-29,3880,420.0
2025-03-20,3880,420.0
2025-07-30,3880,420.0
2025-05-24,3880,420.0
2025-08-10,15333,418.0
2021-09-26,20227,417.0
2023-02-13,20227,417.0
2025-07-17,20227,417.0
2025-08-22,20441,417.0
2025-07-16,20227,417.0
2025-05-01,20227,417.0
2025-03-26,20227,417.0
2021-06-17,20441,417.0
2025-06-08,20227,417.0
2025-03-17,20227,417.0
2023-01-20,20441,417.0
2019-08-07,20227,417.0
2025-08-08,20227,417.0
2024-10-30,20227,417.0
2022-12-18,20227,417.0
2025-02-12,8013,414.95
2024-02-16,8013,414.95
2022-05-11,13319,411.6
2025-05-28,3709,408.0
2024-11-04,3709,408.0
2025-07-12,3709,408.0
2024-03-28,3709,408.0
2025-01-20,3709,408.0
2025-08-21,3709,408.0
2022-11-16,20439,405.26
2022-08-17,20439,405.26
2025-01-12,20439,405.26
2023-12-11,20439,405.26
2024-06-20,24362,400.0
2023-08-09,18681,400.0
2025-04-24,18681,400.0
2022-12-22,24362,400.0
2023-08-07,18681,400.0
2024-05-27,18681,400.0
2025-08-15,18681,400.0
2024-12-15,24362,400.0
2023-10-13,24362,400.0
2023-10-04,24362,400.0
2025-05-09,18681,400.0
2025-08-19,18681,400.0
2025-08-19,24362,400.0
2025-03-21,18681,400.0
2024-09-17,24362,400.0
2025-04-07,23957,399.99
2023-02-13,23957,399.99
2020-11-17,23957,399.99
2024-12-01,23957,399.99
2022-05-16,23957,399.99
2025-08-24,23957,399.99
2024-04-26,23957,399.99
2023-01-19,23957,399.99
2025-06-08,23957,399.99
2025-03-22,23957,399.99
2023-06-11,21246,399.96
2023-07-16,26901,399.95
2025-04-03,26901,399.95
2023-05-01,26901,399.95
2024-06-02,26901,399.95
2024-11-24,26596,399.95
2019-11-20,26899,399.95
2025-07-29,26901,399.95
2021-05-11,26596,399.95
2025-06-21,26899,399.95
2023-06-08,26596,399.95
2024-05-20,26596,399.95
2024-09-03,26899,399.95
2022-03-20,26899,399.95
2025-04-11,26901,399.95
2024-04-15,26899,399.95
2021-06-19,26596,399.95
2022-12-21,26596,399.95
2024-05-31,26901,399.95
2024-03-12,26901,399.95
2024-01-07,26596,399.95
2024-03-07,26596,399.95
2025-04-24,26899,399.95
2022-08-18,26596,399.95
2025-07-05,26899,399.95
2025-03-28,8203,399.86
2023-12-23,20115,399.0
2019-06-16,20115,399.0
2021-07-03,24361,399.0
2025-08-22,8655,399.0
2024-07-02,8604,399.0
2023-08-21,23880,399.0
2025-04-13,8538,399.0
2022-10-24,23867,399.0
2025-01-24,8538,399.0
2024-08-18,20115,399.0
2023-09-26,24247,399.0
2021-11-03,8604,399.0
2024-11-19,24361,399.0
2024-06-13,24247,399.0
2025-05-04,23921,399.0
2025-05-03,23867,399.0
2023-09-26,23880,399.0
2025-08-24,23867,399.0
2025-07-07,23880,399.0
2024-05-16,8585,399.0
2024-03-13,8683,399.0
2025-04-18,20115,399.0
2023-09-19,24247,399.0
2024-03-31,23932,399.0
2020-01-09,8538,399.0
2023-09-02,23880,399.0
2025-07-20,23921,399.0
2023-08-23,24361,399.0
2023-05-03,8683,399.0
2024-10-05,8604,399.0
2024-07-11,24247,399.0
2023-06-29,8449,399.0
2025-02-10,23867,399.0
2025-03-09,23880,399.0
2025-03-03,23932,399.0
2023-06-19,8449,399.0
2022-01-14,23921,399.0
2025-01-25,8585,399.0
2025-04-21,8683,399.0
2025-01-21,8683,399.0
2024-06-04,23880,399.0
2024-08-14,8585,399.0
2024-06-23,24247,399.0
2025-01-27,8585,399.0
2021-01-31,20115,399.0
2022-11-10,8538,399.0
2025-04-05,23932,399.0
2025-02-18,8655,399.0
2025-02-11,23867,399.0
2025-01-28,8604,399.0
2025-05-31,23932,399.0
2023-03-08,24361,399.0
2020-09-01,20115,399.0
2023-02-05,24247,399.0
2025-03-21,23867,399.0
2025-08-07,23921,399.0
2024-03-26,24361,399.0
2022-10-15,20115,399.0
2023-08-25,8585,399.0
2022-09-07,23880,399.0
2024-09-11,8683,399.0
2025-08-21,8585,399.0
2025-05-29,20115,399.0
2025-04-07,20115,399.0
2024-09-02,8604,399.0
2025-06-25,8683,399.0
2021-07-10,8585,399.0
2023-03-26,8538,399.0
2025-06-03,20450,398.0
2020-04-10,3553,398.0
2024-10-24,7801,398.0
2020-12-18,7718,398.0
2025-07-01,3553,398.0
2025-07-19,20450,398.0
2025-08-26,20450,398.0
2024-08-28,7605,398.0
2022-02-17,7605,398.0
2024-04-16,7605,398.0
2025-04-29,3553,398.0
2022-02-11,7801,398.0
2020-11-24,7801,398.0
2023-06-14,20450,398.0
2024-07-16,3553,398.0
2022-10-17,7718,398.0
2024-02-14,3855,398.0
2023-10-20,7718,398.0
2022-11-02,7801,398.0
2025-01-09,3553,398.0
2024-09-15,24196,396.99
2025-07-03,24196,396.99
2019-10-18,24196,396.99
2024-08-07,24196,396.99
2024-11-30,20948,396.0
2023-07-06,3383,396.0
2022-12-27,3383,396.0
2024-09-16,3383,396.0
2023-03-31,3360,396.0
2021-08-03,3383,396.0
2020-10-30,3360,396.0
2024-01-06,3383,396.0
2025-04-11,3383,396.0
2019-06-28,3383,396.0
2025-02-17,3360,396.0
2025-01-26,3383,396.0
2023-10-29,3383,396.0
2023-10-09,3360,396.0
2024-06-10,3360,396.0
2023-11-06,3269,395.0
2023-05-04,3269,395.0
2025-04-23,3610,395.0
2023-03-30,3268,395.0
2023-10-25,19818,395.0
2023-12-21,3268,395.0
2024-06-18,7557,395.0
2025-01-21,24186,395.0
2025-03-30,20449,395.0
2022-05-03,3269,395.0
2024-08-14,3268,395.0
2025-03-23,19818,395.0
2025-06-26,3610,395.0
2023-07-07,3268,395.0
2024-06-01,24186,395.0
2025-08-16,20449,395.0
2023-09-06,19818,395.0
2025-08-08,7557,395.0
2025-08-22,20449,395.0
2024-01-14,7557,395.0
2023-07-10,20449,395.0
2025-08-12,20449,395.0
2022-11-10,19818,395.0
2024-07-25,3268,395.0
2024-08-21,20449,395.0
2024-02-29,3268,395.0
2023-09-25,24186,395.0
2022-05-19,20449,395.0
2020-06-15,24186,395.0
2023-11-04,7557,395.0
2022-10-25,3610,395.0
2024-09-12,3268,395.0
2023-07-03,24186,395.0
2023-06-14,3610,395.0
2023-02-09,7557,395.0
2023-07-20,3268,395.0
2023-06-08,24186,395.0
2025-02-27,19818,395.0
2024-04-19,20449,395.0
2025-02-22,24186,395.0
2025-06-10,19818,395.0
2025-06-19,8264,391.6
2020-03-19,8264,391.6
2023-12-10,8264,391.6
2023-07-25,8264,391.6
2023-09-20,8264,391.6
2025-07-10,8264,391.6
2025-03-03,19908,389.99
2025-08-01,19908,389.99
2025-06-24,19908,389.99
2025-07-31,19908,389.99
2025-01-31,19908,389.99
2025-01-25,19908,389.99
2022-02-19,19908,389.99
2025-03-29,19908,389.99
2019-06-27,19908,389.99
2020-08-03,19908,389.99
2025-08-25,19908,389.99
2025-01-05,21555,389.0
2023-02-07,21555,389.0
2022-05-26,21555,389.0
2023-05-23,21555,389.0
2025-08-04,21555,389.0
2025-07-24,21555,389.0
2023-08-27,21555,389.0
2023-06-19,21555,389.0
2025-02-03,21260,383.0
2025-08-03,20823,383.0
2025-02-19,20823,383.0
2025-07-21,21260,383.0
2025-06-30,20823,383.0
2025-03-22,20823,383.0
2023-11-05,21260,383.0
2021-12-02,21260,383.0
2024-10-10,20823,383.0
2025-08-21,21260,383.0
2024-04-26,21260,383.0
2023-12-28,20823,383.0
2025-08-17,20237,380.0
2025-07-25,20237,380.0
2024-12-14,20237,380.0
2022-03-23,20237,380.0
2024-07-09,20237,380.0
2021-01-16,20237,380.0
2025-07-15,20237,380.0
2023-08-24,20237,380.0
2021-01-01,20237,380.0
2025-02-01,24413,379.9
2022-05-05,8490,379.0
2025-07-21,8490,379.0
2023-11-05,24102,379.0
2023-05-03,8490,379.0
2022-02-28,8490,379.0
2025-04-30,24023,379.0
2019-11-11,24102,379.0
2021-03-19,24023,379.0
2022-03-22,24102,379.0
2025-02-15,24170,379.0
2022-05-04,24102,379.0
2025-03-09,24102,379.0
2025-08-15,8579,379.0
2025-08-21,24023,379.0
2023-03-25,8579,379.0
2024-12-15,24170,379.0
2024-10-06,24102,379.0
2023-01-17,24102,379.0
2025-01-20,24170,379.0
2024-08-27,24023,379.0
2024-07-08,24023,379.0
2021-07-13,8579,379.0
2023-11-08,24023,379.0
2024-11-19,8579,379.0
2021-01-08,8490,379.0
2025-08-21,24170,379.0
2025-07-23,24102,379.0
2025-06-08,24102,379.0
2025-08-12,8490,379.0
2024-06-19,24023,379.0
2022-08-31,24102,379.0
2025-03-26,24102,379.0
2023-02-07,899,378.0
2023-02-24,899,378.0
2020-12-22,899,378.0
2024-09-16,7921,378.0
2025-05-11,899,378.0
2023-04-18,899,378.0
2021-05-30,3129,378.0
2019-07-29,899,378.0
2025-08-02,7921,378.0
2020-06-05,7921,378.0
2024-07-28,7921,378.0
2023-01-29,3129,378.0
2025-02-02,3129,378.0
2022-09-28,3861,378.0
2022-04-14,7921,378.0
2023-12-16,3129,378.0
2023-08-26,3129,378.0
2025-08-21,7921,378.0
